gene_orf	gene_symbol
C1_03300C_A	MAS1
C5_01640W_A	MAS2
C3_03810W_A	RAD53
C6_04040C_A	RVS167
C7_00020C_A	RVS161
C1_12730W_A	RVS162
HHV4_BKRF4	BKRF4
RP23-383D12.1	Rad54l
HHV8GK18_GP82	HHV8GK18_gp82
RP23-151A15.8	Txlna
YAL008W	FUN14
YIL087C	AIM19
RP11-350G8.2	ATP8B2
CELE_R53.6	psf-1
CELE_Y113G7B.24	CELE_Y113G7B.24
Y47D3B.10	dpy-18
T05E11.1	rps-5
K02B2.5	rps-25
K10B3.8	gpd-2
K10B3.7	gpd-3
CELE_Y65B4BR.8	psf-3
C42C1.14	rpl-34
CELE_Y24D9A.4	rpl-7A
C14B9.7	rpl-21
CELE_C01F6.8	icln-1
Y116A8C.42	snr-1
CELE_C32E8.2	rpl-13
CELE_F01F1.8	cct-6
F54A3.3	cct-3
CELE_Y106G6H.3	rpl-30
C27F2.5	vps-22
W02A11.2	vps-25
F35G2.4	phy-2
R07G3.1	cdc-42
CELE_C09B8.7	pak-1
R13A5.8	rpl-9
Y57G11C.16	rps-18
F36A2.6	rps-15
F11C3.3	unc-54
CELE_F09F7.2	mlc-3
R09E12.3	sti-1
W01B11.3	nol-5
CELE_K07C5.4	K07C5.4
CELE_F31C3.5	psf-2
F10B5.1	rpl-10
CELE_Y39B6A.2	pph-5
D1007.12	rpl-24.1
T07A9.11	rps-24
R02D3.5	fnta-1
F23B12.6	fntb-1
C44B12.5	perm-4
C44B12.1	perm-2
K12F2.1	myo-3
B0041.4	rpl-4
F44G3.6	skr-3
CELE_Y48G8AL.8	rpl-17
F20D12.4	czw-1
F55G1.4	rod-1
ZK863.3	elpc-3
Y110A7A.16	elpc-1
Y110A7A.14	pas-3
C16A3.9	rps-13
C26F1.4	rps-30
Y75B12B.5	cyn-3
F26E4.1	sur-6
C09H10.2	rpl-41
CELE_Y71F9AL.13	rpl-1
F52B5.6	rpl-25.2
F37C12.9	rps-14
CELE_F15E11.14	F15E11.14
CELE_Y19D10B.7	Y19D10B.7
C49H3.11	rps-2
CELE_Y47D3A.26	smc-3
CELE_H28O16.1	H28O16.1
C36E6.5	mlc-2
C36E6.3	mlc-1
C32F10.5	hmg-3
K08E4.1	spt-5
F59D8.2	vit-4
CELE_K07H8.6	vit-6
R06C7.10	myo-1
Y65B4A.3	vps-20
CELE_Y39G10AR.2	zwl-1
C04F6.1	vit-5
K09F5.2	vit-1
CELE_Y41E3.4	qars-1
CELE_F26F4.10	rars-1
Y48G9A.3	gcn-1
F42A10.1	abcf-3
CELE_C27A2.2	rpl-22
F35G12.8	smc-4
T04C12.5	act-2
CELE_K08E3.4	dbn-1
CELE_F45G2.10	F45G2.10
Y18D10A.9	Y18D10A.9
Y102A5A.1	cand-1
F56A11.1	gex-2
F28D1.10	gex-3
F23B2.4	daf-10
C27A7.4	che-11
T04A8.14	emb-5
C49F5.1	sams-1
CELE_C06E7.3	sams-4
CELE_C06E7.1	sams-3
F28F8.3	lsm-5
ZK593.7	lsm-7
F55D10.2	rpl-25.1
F37A4.8	isw-1
F46H6.1	rhi-1
R31.3	osm-6
C18H9.8	ift-74
B0464.7	baf-1
CELE_C15H9.6	hsp-3
C09D4.5	rpl-19
Y48B6A.2	rpl-43
Y56A3A.20	ccf-1
F57B9.2	let-711
F21H12.5	fbf-2
T20B12.8	hmg-4
CELE_F55A3.3	F55A3.3
ZC410.2	mppb-1
CELE_Y71G12B.24	mppa-1
ZK652.4	rpl-35
Y43B11AR.4	rps-4
T18D3.4	myo-2
T05F1.3	rps-19
T05H4.12	atp-4
C06H2.1	atp-5
F54D5.8	dnj-13
F55H2.2	vha-14
ZK970.4	vha-9
T22E5.5	mup-2
W10G6.3	mua-6
CELE_F10C1.2	ifb-1
ZC434.2	rps-7
CELE_W09C5.6	rpl-31
CELE_ZC395.10	ZC395.10
T05C3.5	dnj-19
Y75B12B.2	cyn-7
F41C6.1	unc-6
T01C3.7	fib-1
CELE_ZK637.7	lin-9
C01G10.8	C01G10.8
CELE_W01D2.1	W01D2.1
F53G12.10	rpl-7
F54D5.14	smc-6
C27A2.1	smc-5
T10F2.3	ulp-1
C47B2.3	tba-2
C36E8.5	tbb-2
F02E8.1	asb-2
T21E12.4	dhc-1
T03F6.5	lis-1
CC4.3	smu-1
Y49F6B.4	smu-2
RP23-440M18.5	Psmc3ip
SPBC1539.10	nop16
SPBC11G11.03	mrt4
SPBC17D1.06	dbp3
SPBC19F5.05C	ppp1
SPBP22H7.02C	SPBP22H7.02c
SPAC17H9.05	ebp2
SPAC16E8.06C	nop12
SPAC20G8.09C	nat10
SPAC959.03C	SPAC959.03c
SPAC513.01C	eft201
ZC395.8	ztf-8
RP23-67E18.6	Ngfr
HHV5WTGP126	UL135
RP5-894H24.1	TMEM9
C5_00340W_A	C5_00340W_A
CELE_F21H12.1	rbbp-5
D2021.1	utx-1
SPBP23A10.14C	ell1
SPCC1223.10C	eaf1
SPBC1A4.06C	tam41
SPCC297.04C	set7
RP23-81P12.1	Pes1
DAQB-109B10.1	HLA-DQA1
DADB-249P12.2	HLA-DQB1
YCL050C	APA1
YBR249C	ARO4
YGR088W	CTT1
YOR051C	ETT1
YOR099W	KTR1
YBR053C	YBR053C
YDR391C	YDR391C
YOL098C	YOL098C
YGR211W	ZPR1
YNL134C	YNL134C
YOL022C	TSR4
AT3G27120	AT3G27120
AT1G04650	AT1G04650
YCLWTY5-1	YCLWTy5-1
RP23-331P21.5	Tardbp
SPBC582.05C	brc1
SPBC1734.06	rhp18
UNQ9166/PRO28631	SHISA2
DLNB23	C2CD2L
RP11-509E16.1	EFR3B
RP11-422N19.2	RFK
CGI-140	WDR83OS
HSPC171	TMEM208
CELE_R01H10.5	R01H10.5
Y39B6A.40	Y39B6A.40
MCG_17007	Hist1h4a
RP11-166E2.2	DAOA
CELE_F38A6.3	hif-1
CELE_C25A11.4	ajm-1
CELE_C07G2.2	atf-7
CELE_T03E6.7	cpl-1
CELE_F42A10.2	nfm-1
CELE_F54D8.6	F54D8.6
CELE_F59C12.3	F59C12.3
CELE_C04D8.1	pac-1
CELE_F29G9.2	F29G9.2
CELE_F54E7.3	par-3
CELE_Y51H7C.6	cogc-4
T20G5.1	chc-1
ZK1127.10	cth-2
CELE_W09D10.1	W09D10.1
CELE_F27E11.3	cfz-2
T23G7.1	dpl-1
CELE_T02C5.1	T02C5.1
CELE_T07A9.9	T07A9.9
C09F12.1	clc-1
CELE_Y41D4B.19	npp-8
F11C7.4	crb-1
ZK1058.2	pat-3
Y39B6A.1	Y39B6A.1
CELE_F22B7.5	dnj-10
K05B2.3	ifa-4
CELE_C18D11.4	rsp-8
CELE_T20F5.6	T20F5.6
CELE_T04C9.6	frm-2
M163.4	gfi-3
F40E10.3	csq-1
F43E2.3	insc-1
CELE_C07E3.1	stip-1
F57B10.1	let-607
CELE_C32A3.3	rilp-1
CELE_T05G5.9	T05G5.9
CELE_K01A6.2	magi-1
C01B7.4	magu-2
CELE_Y37E3.11	Y37E3.11
R06B9.6	mig-14
CELE_T08G5.5	vps-39
CELE_W03D8.2	W03D8.2
CELE_F58B6.3	par-2
C02C2.1	tyr-1
CELE_B0464.5	spk-1
CELE_T07F8.3	gld-3
CELE_ZK381.5	prkl-1
CELE_F07A11.2	F07A11.2
ZC64.4	lim-4
CELE_R06F6.12	R06F6.12
CELE_Y92H12A.1	src-1
C08B11.5	sap-49
CELE_B0303.14	B0303.14
T23G11.2	gna-2
CELE_ZK370.3	hipr-1
CH242-247L10.4	TUBB1
CELE_B0303.7	B0303.7
CELE_T14G10.8	T14G10.8
C01F6.5	aly-1
C24G6.4	nhr-47
C02B4.2	nhr-17
F54E7.7	rcn-1
CELE_C02F4.2	tax-6
F46C8.5	ceh-14
C04F1.3	lim-7
CELE_F57C9.4	F57C9.4
CELE_C48G7.3	tag-333
T25G12.4	rab-6.2
C10G8.6	ceh-34
CELE_C13G3.3	pptr-2
F52D2.4	meg-3
CELE_C25A1.11	aha-1
CELE_C15C8.2	cky-1
C24H11.3	tbx-38
R01H2.6	ubc-18
CELE_C27A12.7	C27A12.7
C27A12.8	ari-1
C31C9.3	fbxa-167
CELE_R102.5	CELE_R102.5
CELE_C34E10.8	sumv-1
CELE_F47D12.3	F47D12.3
F54D10.3	F54D10.3
Y105C5B.19	Y105C5B.19
C46E10.5	fbxc-53
CELE_C47C12.3	ref-2
C47G2.2	unc-130
CELE_C53A5.6	C53A5.6
CELE_F55A12.10	F55A12.10
CELE_D1081.9	D1081.9
ZK1098.8	mut-7
CELE_F21C3.4	rde-2
F27E5.2	pax-3
CELE_Y62E10A.17	Y62E10A.17
CELE_F28C6.1	aptf-4
CELE_F28C6.2	aptf-3
CELE_Y32H12A.4	szy-2
CELE_F29F11.6	gsp-1
F31E3.1	ceh-20
F38H12.3	nhr-181
F43C1.4	nhr-20
F43D9.2	rab-33
CELE_H06I04.1	H06I04.1
F44B9.6	lin-36
CELE_T10E9.1	T10E9.1
CELE_Y113G7B.5	fog-2
CELE_ZK1248.11	ZK1248.11
Y46G5A.31	gsy-1
CELE_F56B6.4	gyg-1
CELE_K11D2.3	unc-101
Y60A3A.1	unc-51
K10D3.2	unc-14
CELE_M110.5	dab-1
CELE_R09H10.3	R09H10.3
CELE_ZC308.1	gld-2
CELE_R119.7	rnp-8
CELE_W03F9.2	CELE_W03F9.2
T22C8.5	sptf-2
Y53F4B.3	Y53F4B.3
CELE_T26A5.8	T26A5.8
T26A8.4	T26A8.4
CELE_Y53C12B.5	mab-3
Y53C10A.4	rga-2
ZK678.1	lin-15A
ZK673.3	lin-56
MCG_129875	Apob
YPL159C	PET20
SPCC1672.06C	asp1
SPCC584.01C	SPCC584.01c
AT5G55170	SUMO3
BSU22180	ypsB
SPR1823	pbp2a
SPR0332	spr0332
BSU23000	ypbE
BSU27300	yrrS
SPBP4H10.04	ppb1
AT3G23400	FIB4
AT4G27750	ISI1
AT5G65270	RABA4a
RP23-214D6.2	Trpv1
SPBC11B10.05C	rsp1
SPBC30B4.06C	SPBC30B4.06c
RP1-50O24.3	ZDHHC18
RP23-29H22.4	Rragc
RP23-109E24.7	Tfe3
RP23-360H6.3	Rragd
FP13191	FAM160B2
RP3-329L24.3	FAM184A
RP23-19L12.9	Cse1l
RP23-42F6.2	Galk1
RP23-439H2.1	Gnas
RP23-336D20.2	Krt10
RP23-309E16.6	P4ha2
RP23-80J21.2	Prkar1a
RP23-106K5.3	Ctps
RP23-307E15.2	Nudt5
RP24-236O3.1	Brd4
RP23-247I1.8	Mrto4
RP23-254N4.4	Lrrc47
RP23-293I3.7	Larp1
RP23-299A2.2	Slc25a12
RP23-378G22.1	Slc16a3
RP23-217I3.2	Krt15
RP23-300N21.1	Eif4g3
RP23-137L22.11-001	Sfn
RP23-94B13.1	Acin1
RP23-421E12.1	Acot7
SPCC16A11.14	sfh1
SPAC6G9.15C	SPAC6G9.15c
RV1468C	PE_PGRS29
UNQ713/PRO1376	TXNDC12
CGI-105	FAHD2A
RP11-395P17.2	PTGES2
RP11-6J24.4	AK3
LL22NC01-146D10.3	TST
RP23-247B13.6	Rasd1
RP11-178A10.1	LINC00839
RP11-190F19.1	NRAP
RP24-315O23.1	Hnrnpr
RP23-338J18.1	Ewsr1
RP11-66B24.1	ALDH1A3
VACWR180	A55R
RP24-180B11.2	Tubb5
BOS_8121	PPP2CA
RP11-343J3.9	C10orf35
HDCME31P	MS4A4A
PP2891	P2RY6
RP23-32O9.1	Trp53inp2
RP1-23D17.1	CNR1
RP23-19L12.6	Kcnb1
MCG_130134	1700021K19Rik
BOS_6997	RAB28
BOS_2158	PDE6D
BOS_3799	KCNJ13
BOS_3609	SLC2A1
BOS_2847	MEF2D
BOS_16943	VAC14
BOS_8876	GNAQ
BOS_7750	GNA11
GU280_GP04	E
GU280_GP05	M
RP11-298E9.1	PITRM1
RP11-30G24.1	SLC30A7
GU280_GP10	N
GU280_GP02	S
GU280_GP01_NSP1	nsp1
GU280_GP01_NSP10	nsp10
GU280_GP01_NSP12	nsp12
RP11-282O18.6	SBNO1
GU280_GP01_NSP13	nsp13
GU280_GP01_NSP14	nsp14
GU280_GP01_NSP15	nsp15
GU280_GP01_NSP2	nsp2
GU280_GP01_NSP4	nsp4
RP11-248G5.6	ALG11
GU280_GP01_NSP5	nsp5
GU280_GP01_NSP6	nsp6
RP11-443P11.3	SIGMAR1
GU280_GP01_NSP7	nsp7
GU280_GP01_NSP8	nsp8
GU280_GP01_NSP9	nsp9
GU280_GP11	ORF10
GU280_GP03	ORF3a
CTA-286B10.6	HMOX1
HSPC149	ALG5
GU280_GP06	ORF6
GU280_GP07	ORF7a
GU280_GP09	ORF8
RP11-484I6.4	KDELC1
RP11-31K22.2	UGGT2
UNQ299/PRO339	CHPF2
HDCGA21P	MREG
UNQ458/PRO783	LMBR1L
SARS-COV-2	S
SARS-COV-9A	N
SARS-COV-5	M
G128_GP02	S
RP11-191L9.4	LOC284930
SARS-COV-9B	ORF9b
SARS-COV-1AB-NSP3AB	nsp3ab
SARS-COV-1AB-NSP12AB	nsp12ab
SARS-COV-4	E
CGI-31	TMX2
SARS-COV-3A	ORF3a
SARS-COV-3B	ORF3b
SARS-COV-1AB-NSP10AB	nsp10ab
SARS-COV-1AB-NSP14AB	nsp14ab
SARS-COV-1AB-NSP16AB	nsp16ab
SARS-COV-8B	ORF8b
SARS-COV-6	ORF6
SARS-COV-1AB-NSP8AB	nsp8ab
SARS-COV-1AB-NSP2AB	nsp2ab
SARS-COV-1AB-NSP6AB	nsp6ab
SARS-COV-1A-NSP11A	nsp11a
SARS-COV-1AB-NSP5AB	nsp5ab
SARS-COV-1AB-NSP7AB	nsp7ab
SARS-COV-1AB-NSP9AB	nsp9ab
SARS-COV-1AB-NSP13AB	nsp13ab
SARS-COV-1AB-NSP1AB	nsp1ab
SARS-COV-7B	ORF7b
SARS-COV-14	ORF14
SARS-COV-8A	ORF8a
RP11-379P1.3	GOLM1
SARS-COV-1AB-NSP4AB	nsp4ab
SARS-COV-1AB-NSP15AB	nsp15ab
SARS-COV-7A	ORF7a
G128_GP01AB_NSP15	nsp15ab
SPCC1795.08C	vid21
SPBC660.08	SPBC660.08
SPAC458.05	pik3
SPBC119.07	ppk19
SPAC30C2.04	SPAC30C2.04
SPAC17A5.15C	gus1
SPBC17A3.04C	rar1
RP23-433P19.8	Pdia3
RP23-479K11.1	Erp44
RP23-147D3.3	Ndufs3
RP23-63D8.5	Atpif1
RP23-81G14.2	Dcaf7
AL583886.1	Myh9
RP23-89M15.6	Amigo1
MNCB-0091	Gabarapl1
RP23-28C17.3	Cyth1
RP23-147D3.9	Rapsn
RP23-280G3.1	Shisa6
RP11-182N22.6	FAM214B
PFI0280C	PFI0280c
PF10_0193	PF10_0193
GU280_GP01_NSP16	nsp16
UNQ867/PRO1884	TEX101
UNQ834/PRO1772	DPEP3
RP23-226P4.4	Grn
RP6-159A1.1	VSIG4
NAG14	LRRC4
GU280_GP08	ORF7b
UNQ240/PRO273	CXCL14
RP5-1187J4.9	BPIFB1
GU280_GP01_NSP3	nsp3
RP11-295P9.7	PRPF18
DADB-112B14.2	STK19
RP4-742J24.3	BTBD3
RP11-367H5.2	AIFM2
RP11-163F8.4	CNTLN
CGI-129	MPC1
RP1-295C6.1	MPC2
RP4-768P8.1	C1orf21
RP11-207C16.6	ERMP1
MY028	C14orf119
HSPC033	SPCS1
RP1-104A17.1	SMAP1
UNQ502/PRO474	HSD17B14
RP11-54O7.7	PLEKHN1
UNQ501/PRO1018	TMEM205
RP3-434P1.3	KDELR3
XX-FW88277B6.1	CT45A1
RP1-298J18.2	ALG13
HCC8	TTC23
RP3-337H4.2	LRRC73
RP11-175O19.2	SLIT1
UNQ774/PRO1568	TSPAN12
RP11-234G16.3	EBF3
MY016	BOLA2B
RP11-106H5.1	ZBTB34
RP13-24G8.3	PABPC5
RP4-803K15.1	BANF2
RP5-1009E24.4	HSPA12B
UNQ581/PRO1151	C1QTNF6
RP11-102M4.2	PPP3R2
HCG_1648308	MSGN1
CGI-36	THAP4
FKSG27	IRGQ
RP1-172B20.3	ENTHD1
GL011	RWDD2B
PRO3113	SYAP1
PRED44	FAM3B
UNQ1965/PRO4487	MSRB3
UNQ739/PRO1434	VWC2
RP1-142L7.6	FAM229B
RP1-193B12.10-001	HIST1H2BN
RP23-373N8.1	L1cam
G128_GP01AB_NSP3	nsp3ab
HHV5WTGP142	US11
MSTP087	LRP10
RP11-53I24.1	CRB1
RP11-189B4.6	LINC01198
UNQ698/PRO1343	SBSN
DAMC-258G8.6	C4A
RP11-800A3.4	P2RY2
RP11-337A23.1	CAAP1
PRO0685	SLC37A4
RP5-1074L1.3	SLC16A4
UNQ594/PRO1180	METTL7B
UNQ855/PRO1864	STARD3NL
RP11-373C9.3	GPR89A
CTA-984G1.4	RHBDD3
PSEC0260	ADPGK
UNQ168/PRO194	TMEM41A
UNQ1926/PRO4401	NETO2
UNQ433/PRO840	SGCE
RP11-196P14.1	ITM2B
RP11-216L13.10-005	PHPT1
PSEC0171	SUMF2
HSD49	ZDHHC3
UNQ1849/PRO3579	LCLAT1
RP1-12G14.8	GINM1
UNQ759/PRO1490	AGPAT3
RP11-487I5.5	SAMD8
UNQ1886/PRO4330	CRIM1
HUCEP-14	ITM2C
CGI-86	DHRS7
RP11-182N22.4	PIGO
PRO2290	FAM213A
UNQ891/PRO1906	CYP2S1
RP11-520M5.2	MFSD10
RP6-190D15.1	ZDHHC9
RP1-237C24.1	SLC23A2
UNQ6507/PRO23203	STEAP2
UNQ2545/PRO6097	SLC35F5
PSEC0028	LMAN2L
DC2	OSTC
TCAG7.842	DAGLB
MY046	ALG6
RP11-101E3.3	LRRC8A
HSPC233	NT5C3A
UNQ551/PRO1108	AGPAT6
UNQ2938/PRO28700	SCARA5
HTGN29	C5orf15
UNQ749/PRO1480	SEMA4B
PP14296	STRA6
HCG_1776007	RBFOX3
RP23-209M8.4	Clta
RP23-202N14.1	Abcb7
HPV5GP1	E6
HPV9GP1	E6
HPV32GP1	E6
FKSG78	GPR87
HPV9GP2	E7
HPV5GP2	E7
HPV32GP2	E7
RV0651	rplJ
RV0652	rplL
RP11-360L9.4	LOC102723729
RP13-128O4.2	IL13RA1
YGR012W	YGR012W
UNQ233/PRO266	SLITRK1
RP23-25C1.3	Kif17
AT4G15410	PUX5
AT1G63160	RFC2
AT1G77470	RFC3
AT5G48870	SAD1
AT2G24590	AT2G24590
AT1G13740	AFP2
AT4G16670	AT4G16670
DMEL_CG32767	CG32767
DMEL_CG8667	dimm
DMEL_CG10321	CG10321
DMEL_CG5069	croc
DMEL_CG1343	Sp1
DMEL_CG3629	Dll
DMEL_CG4820	CG4820
DMEL_CG10197	kn
DMEL_CG42702	Oaz
DMEL_CG18023	Eip78C
DMEL_CG43365	BtbVII
DMEL_CG10267	Zif
DMEL_CG10270	D19B
DMEL_CG31666	chinmo
DMEL_CG8567	Deaf1
DMEL_CG42332	Camta
DMEL_CG30020	CG30020
DMEL_CG1024	CG1024
DMEL_CG5557	sqz
DMEL_CG32474	dys
DMEL_CG1454	wdn
DMEL_CG15514	CG15514
DMEL_CG17958	Sry-delta
DMEL_CG9097	bab1
DMEL_CG32121	CG32121
DMEL_CG34376	CG34376
T12C9.1	nhr-273
T19B10.11	mxl-1
R03E9.1	mdl-1
CELE_R04B5.4	nhr-12
Y48A6C.3	sup-35
CELE_C01B7.1	ztf-12
F22A3.5	ceh-60
CELE_Y45G5AM.1	nhr-114
Y40B10A.8	nhr-86
F40G9.11	mxl-2
CELE_T20B12.6	mml-1
CELE_B0336.3	B0336.3
CELE_R03C1.3	cog-1
C17C3.8	hlh-26
T27A1.6	mab-9
F23F1.1	nfyc-1
Y39A3CR.6	hlh-33
CELE_ZC410.1	nhr-11
CELE_C41G7.5	ahr-1
T14F9.5	lin-32
ZK682.4	hlh-10
T15H9.3	hlh-6
C44C10.8	hnd-1
C43H6.8	hlh-15
C34E10.7	cnd-1
C18A3.8	hlh-14
C02B8.4	hlh-8
T05G5.2	hlh-4
T24B8.6	hlh-3
CELE_C45E1.1	nhr-64
RP11-73M7.7	BAI2
RP11-308B5.5	FAM122B
XX-FW83563B9.2	DNASE1L1
PP7059	ESRP2
CTA-437G10__B.1	MN1
HHV8GK18_GP65	vIRF-2
CTA-57G9.2	KREMEN1
PRO2207	PARL
HCG_1645499	DPY19L1
HSPC012	C1orf43
RP5-965G21.2	ABHD12
RP11-321N4.2	SNX14
UNQ3032/PRO9834	GRAMD1B
GL003	AAAS
HMFN0839	AGPAT9
LUCA11.2	TMEM115
UNQ9375/PRO34191	RDH10
RP11-287A8.1	SLC44A1
RP1-120G22.4	ICMT
RP11-115J22.3	TMEM245
HUSSY-28	ATP2C1
L10	TMED8
UNQ439/PRO872	RETSAT
RP11-302M6.1	LRRC8D
RP11-219P18.1	TMEM38B
PSEC0087	GPRC5C
RP11-72O9.3	SLC22A3
PP20300	SPNS1
RP11-89K14.1	SECISBP2
RP11-507D14.3	ZCCHC6
RP1-120G22.10	ACOT7
HCG_37762	ZMYM6NB
RP1-302G2.3	SLC35B2
PNAS-10	TMCO1
RP4-680N4.2	CDS2
HSPC202	ORMDL1
RP11-439F7.1	REEP3
RP5-1056L3.6	TMCO4
CGI-93	DHRS7B
HSPC160	ORMDL2
GU280_GP14	ORF14
LP5161	RUNDC1
UNQ712/PRO1375	TMEM9B
UNQ3024/PRO9822	PGAP1
UNQ582/PRO1152	TMEM161A
RP11-175D17.4	OLFML2A
RP11-83N9.4	QSOX2
RP11-351M8.1	MESDC2
UNQ656/PRO1287	CSGALNACT1
GL008	CHID1
PSEC0076	TTC13
RP11-422P22.2	KLHDC7A
RP11-270A6.1	MARC2
HYST1888	MTFR1L
RP3-402G11.12-004	TRABD
PSEC0198	ARMC10
RP4-782G3.2	ILDR2
TCAG7.573	LMBR1
UNQ606/PRO1192	MPZL2
PSEC0095	TMX4
DADB-220I18.4	ATF6B
RP11-56N19.4	MTHFR
RP11-99E24.1	PCDH19
RP3-467L1.1	CAMTA1
RES4-22	FAM193A
MSTP043	SNX25
HUSSY-02	ALG8
RP4-811H24.7	BSDC1
DADB-127H9.7	C6orf47
HCG_18235	DENND4B
RP11-93H12.1	GRID1
UNQ6413/PRO21207	LRRC8B
RP11-334J6.2	POMT1
CGI-146	DESI2
RP11-153I24.2	ABHD13
RP11-50D16.3	NHLRC3
UNQ1861/PRO3742	PODXL2
HCG_1651889	PRRT4
DAAP-218M18.8	AGPAT1
RP6-59H18.4	GRAMD4
RP11-331F9.7	ARHGEF39
RP3-405J24.2	FGD2
RP11-544M22.6	ARHGAP30
RP11-288L9.2	IFI6
XXBAC-BCX535A19.1	TTYH1
RP11-317M22.2	SLC22A2
RP11-162A23.1	ACADSB
DC47	MRPS36
RP11-23B15.3	C9orf156
UNQ9367/PRO34156	LRRC31
RP11-525G3.1	CD109
UNQ352/PRO615	SYNGR2
RP23-210M6.4	Nlrp3
C06G1.4	ain-1
CELE_F48F7.1	alg-1
CELE_ZK1067.1	let-23
CELE_JC8.6	lin-54
CELE_C46C2.1	wnk-1
CELE_Y59A8B.23	gck-3
F56A3.5	bro-1
B0414.2	rnt-1
CELE_B0041.2	ain-2
CELE_T07D3.7	alg-2
CELE_Y49E10.23	cccp-1
F53F10.4	unc-108
CELE_T19D7.4	rund-1
CELE_T19E7.2	skn-1
CELE_D2030.9	wdr-23
ZK945.9	lov-1
W09D6.6	hmt-1
CELE_F54A5.3	shc-1
CELE_K08A8.1	mek-1
CELE_Y51A2D.19	slo-1
CELE_F53B6.2	madd-4
CELE_C40C9.5	nlg-1
CELE_F11A10.4	mon-2
CELE_W10G6.2	sgk-1
CELE_Y71F9AM.4	cogc-3
CELE_H19N07.2	math-33
ZK1248.10	tbc-2
T23H2.5	rab-10
CELE_F44G4.8	dep-1
Y48B6A.3	xrn-2
CELE_R05D11.6	paxt-1
K08E7.3	let-99
CELE_M117.2	par-5
CELE_H39E23.1	par-1
F57B1.2	sun-1
CELE_ZK617.1	unc-22
CELE_K08F8.1	K08F8.1
CELE_Y119C1B.8	bet-1
F56C9.1	gsp-2
C34E10.3	gop-1
CELE_C18E9.3	szy-20
CELE_D2045.1	atx-2
ZK652.3	ufm-1
CELE_F38A5.1	F38A5.1
CELE_ZK1236.7	CELE_ZK1236.7
CELE_T21D12.9	sma-10
C32D5.2	sma-6
Y102A5C.18	efl-1
CELE_B0025.1	vps-34
CELE_T19E7.3	bec-1
CELE_C14F5.1	dct-1
F20G4.3	nmy-2
F26C11.2	unc-4
Y57G11C.13	arl-8
CELE_F59E12.11	F59E12.11
F14E5.4	acp-2
R186.5	shw-3
C40H1.1	cpb-1
C09G9.6	oma-1
C16C10.3	hrde-1
CELE_Y80D3A.2	emb-4
CELE_T27D12.2	clh-1
F31E3.5	eef-1A.1
CELE_F25D7.3	blmp-1
CELE_T07A9.5	eri-1
CELE_K08E3.7	pdr-1
C47E8.7	unc-112
C29F9.7	pat-4
CELE_Y38F2AR.1	eri-5
CELE_B0379.3	mut-16
CELE_F26A3.8	rrf-1
K09H11.3	rga-3
CELE_Y38A10A.6	smut-1
C53B7.1	rig-3
F58E6.1	sta-2
T25B6.7	snf-12
CELE_F20D12.1	csr-1
T21C9.1	mics-1
F54B3.3	atad-3
CELE_C07G1.4	wsp-1
CELE_T12G3.1	T12G3.1
T08A9.1	atg-11
F59E10.2	cyn-4
CELE_C48B6.6	smg-1
Y48G8AL.6	smg-2
CELE_K12F2.2	vab-8
CELE_C47D12.8	xpf-1
F10G8.7	ercc-1
C15A11.3	sol-1
CELE_Y95B8A.5	gpa-16
T04A8.15	him-18
F56A3.2	slx-1
ZC328.1	cuti-1
K07G5.1	crml-1
F43G6.9	patr-1
CELE_K11C4.5	unc-68
CELE_F54B11.3	unc-84
CELE_Y76A2B.1	pod-1
CELE_C30A5.7	unc-86
CELE_F01D4.6	mec-3
CELE_M03A1.1	vab-1
CELE_ZK377.2	sax-3
CELE_F23B12.8	bmk-1
CELE_F38B2.1	ifa-1
W06D12.3	fat-5
C31E10.7	cytb-5.1
C38D4.3	mel-28
W02D3.1	cytb-5.2
F10D2.9	fat-7
CELE_C18G1.4	pgl-3
F56F10.4	lgl-1
F30H5.1	unc-45
CELE_B0478.1	jnk-1
CELE_Y50D4C.1	unc-34
T27F6.4	sygl-1
C25G4.5	dpy-26
CELE_Y22D7AL.5	hsp-60
T27E4.8	hsp-16.1
C25D7.3	sdc-3
C35C5.1	sdc-2
R13G10.1	dpy-27
Y39A1B.3	dpy-28
M106.1	mix-1
F29D11.2	capg-1
CELE_Y110A7A.1	hcp-6
CELE_ZC8.4	lfi-1
Y73B6BL.19	shl-1
CELE_F21A10.1	ncs-4
CELE_R11A8.4	sir-2.1
CELE_C18E3.6	cas-2
CELE_K02E10.8	syg-1
C26G2.1	syg-2
Y73B6BL.7	csp-2
CELE_F08A8.1	acox-1
CELE_C44B9.1	vesa-1
T14F9.1	vha-15
CELE_F08A8.2	F08A8.2
T01C3.1	cdt-2
ZK858.1	gld-4
CELE_C36B1.8	gls-1
CELE_F25H5.1	lim-9
F26F4.7	nhl-2
F45E12.3	cul-4
M18.5	ddb-1
CELE_F35D2.5	syd-1
C44C8.6	mak-2
F47G4.2	gadr-6
CELE_Y71A12B.17	gadr-5
CELE_F15A2.6	sad-1
CELE_C43E11.6	nab-1
F28B12.3	vrk-1
F07C3.4	glo-4
C01B7.6	rpm-1
R119.6	taf-4
CELE_Y56A3A.4	taf-12
CELE_F09E8.7	lev-1
T08G11.5	unc-29
CELE_T27E9.1	ant-1.1
T04C12.4	act-3
H06O01.1	pdi-3
CELE_W04C9.1	haf-4
CELE_ZK484.2	haf-9
